           k         eta           a       delta      delta'
   0.0501187  41.6070000   0.9204671   0.9420191   0.0434096
   0.0501187  41.6509300   0.9231796   0.9439263   0.0434196
   0.0501187  41.6948600   0.9259033   0.9458340   0.0434294
   0.0501187  41.7387900   0.9286384   0.9477420   0.0434390
   0.0501187  41.7827200   0.9313849   0.9496505   0.0434482
   0.0501187  41.8266500   0.9341427   0.9515594   0.0434572
   0.0501187  41.8705800   0.9369120   0.9534687   0.0434659
   0.0501187  41.9145100   0.9396927   0.9553783   0.0434743
   0.0501187  41.9584400   0.9424849   0.9572883   0.0434824
   0.0501187  42.0023700   0.9452887   0.9591987   0.0434903
   0.0501187  42.0463000   0.9481040   0.9611094   0.0434979
   0.0501187  42.0902300   0.9509309   0.9630204   0.0435052
   0.0501187  42.1341600   0.9537694   0.9649317   0.0435123
   0.0501187  42.1780900   0.9566197   0.9668434   0.0435191
   0.0501187  42.2220200   0.9594816   0.9687553   0.0435256
   0.0501187  42.2659500   0.9623553   0.9706675   0.0435319
   0.0501187  42.3098800   0.9652408   0.9725800   0.0435379
   0.0501187  42.3538100   0.9681381   0.9744928   0.0435436
   0.0501187  42.3977400   0.9710472   0.9764058   0.0435490
   0.0501187  42.4416700   0.9739683   0.9783190   0.0435542
   0.0501187  42.4856000   0.9769014   0.9802324   0.0435591
   0.0501187  42.5295300   0.9798464   0.9821461   0.0435637
   0.0501187  42.5734600   0.9828035   0.9840599   0.0435681
   0.0501187  42.6173900   0.9857727   0.9859740   0.0435722
   0.0501187  42.6613200   0.9887540   0.9878882   0.0435761
   0.0501187  42.7052500   0.9917475   0.9898026   0.0435797
   0.0501187  42.7491800   0.9947533   0.9917171   0.0435830
   0.0501187  42.7931100   0.9977713   0.9936318   0.0435860
   0.0501187  42.8370400   1.0008016   0.9955465   0.0435888
   0.0501187  42.8809700   1.0038443   0.9974615   0.0435913
   0.0501187  42.9249000   1.0068995   0.9993765   0.0435936
   0.0501187  42.9688300   1.0099672   1.0012916   0.0435955
   0.0501187  43.0127600   1.0130474   1.0032068   0.0435973
   0.0501187  43.0566900   1.0161402   1.0051220   0.0435987
   0.0501187  43.1006200   1.0192456   1.0070374   0.0435999
   0.0501187  43.1445500   1.0223638   1.0089527   0.0436008
   0.0501187  43.1884800   1.0254947   1.0108681   0.0436015
   0.0501187  43.2324100   1.0286385   1.0127835   0.0436018
   0.0501187  43.2763400   1.0317952   1.0146990   0.0436020
   0.0501187  43.3202700   1.0349648   1.0166144   0.0436018
   0.0501187  43.3642000   1.0381475   1.0185298   0.0436014
   0.0501187  43.4081300   1.0413432   1.0204452   0.0436007
   0.0501187  43.4520600   1.0445522   1.0223606   0.0435997
   0.0501187  43.4959900   1.0477743   1.0242759   0.0435985
   0.0501187  43.5399200   1.0510098   1.0261911   0.0435970
   0.0501187  43.5838500   1.0542586   1.0281063   0.0435952
   0.0501187  43.6277800   1.0575209   1.0300214   0.0435931
   0.0501187  43.6717100   1.0607966   1.0319364   0.0435908
   0.0501187  43.7156400   1.0640860   1.0338513   0.0435882
   0.0501187  43.7595700   1.0673891   1.0357661   0.0435853
   0.0501187  43.8035000   1.0707059   1.0376807   0.0435822
   0.0501187  43.8474300   1.0740366   1.0395952   0.0435788
   0.0501187  43.8913600   1.0773812   1.0415095   0.0435750
   0.0501187  43.9352900   1.0807398   1.0434237   0.0435711
   0.0501187  43.9792200   1.0841125   1.0453377   0.0435668
   0.0501187  44.0231500   1.0874994   1.0472515   0.0435622
   0.0501187  44.0670800   1.0909005   1.0491650   0.0435574
   0.0501187  44.1110100   1.0943160   1.0510784   0.0435523
   0.0501187  44.1549400   1.0977460   1.0529915   0.0435469
   0.0501187  44.1988700   1.1011906   1.0549044   0.0435412
   0.0501187  44.2428000   1.1046497   1.0568171   0.0435352
   0.0501187  44.2867300   1.1081237   1.0587294   0.0435289
   0.0501187  44.3306600   1.1116125   1.0606415   0.0435224
   0.0501187  44.3745900   1.1151163   1.0625533   0.0435155
   0.0501187  44.4185200   1.1186351   1.0644648   0.0435083
   0.0501187  44.4624500   1.1221691   1.0663759   0.0435009
   0.0501187  44.5063800   1.1257184   1.0682868   0.0434931
   0.0501187  44.5503100   1.1292831   1.0701972   0.0434851
   0.0501187  44.5942400   1.1328633   1.0721074   0.0434767
   0.0501187  44.6381700   1.1364592   1.0740171   0.0434681
   0.0501187  44.6821000   1.1400708   1.0759265   0.0434591
   0.0501187  44.7260300   1.1436983   1.0778354   0.0434499
   0.0501187  44.7699600   1.1473417   1.0797440   0.0434403
   0.0501187  44.8138900   1.1510013   1.0816521   0.0434304
   0.0501187  44.8578200   1.1546772   1.0835598   0.0434202
   0.0501187  44.9017500   1.1583694   1.0854670   0.0434097
   0.0501187  44.9456800   1.1620782   1.0873737   0.0433989
   0.0501187  44.9896100   1.1658036   1.0892800   0.0433877
   0.0501187  45.0335400   1.1695459   1.0911858   0.0433762
   0.0501187  45.0774700   1.1733050   1.0930910   0.0433645
   0.0501187  45.1214000   1.1770813   1.0949958   0.0433523
   0.0501187  45.1653300   1.1808748   1.0969000   0.0433399
   0.0501187  45.2092600   1.1846857   1.0988036   0.0433271
   0.0501187  45.2531900   1.1885141   1.1007067   0.0433140
   0.0501187  45.2971200   1.1923603   1.1026092   0.0433005
   0.0501187  45.3410500   1.1962243   1.1045110   0.0432867
   0.0501187  45.3849800   1.2001063   1.1064123   0.0432726
   0.0501187  45.4289100   1.2040065   1.1083130   0.0432581
   0.0501187  45.4728400   1.2079251   1.1102130   0.0432433
   0.0501187  45.5167700   1.2118622   1.1121123   0.0432281
   0.0501187  45.5607000   1.2158180   1.1140110   0.0432126
   0.0501187  45.6046300   1.2197927   1.1159090   0.0431967
   0.0501187  45.6485600   1.2237865   1.1178063   0.0431805
   0.0501187  45.6924900   1.2277995   1.1197028   0.0431639
   0.0501187  45.7364200   1.2318320   1.1215986   0.0431469
   0.0501187  45.7803500   1.2358841   1.1234937   0.0431296
   0.0501187  45.8242800   1.2399561   1.1253880   0.0431119
   0.0501187  45.8682100   1.2440481   1.1272815   0.0430938
   0.0501187  45.9121400   1.2481604   1.1291742   0.0430754
   0.0501187  45.9560700   1.2522931   1.1310661   0.0430566
   0.0501187  46.0000000   1.2564465   1.1329572   0.0430373
