           k         eta           a       delta      delta'
   0.0501187  41.6948600   0.9666978   0.9316277   0.0405837
   0.0501187  41.7387900   0.9696063   0.9334106   0.0405864
   0.0501187  41.7827200   0.9725154   0.9351936   0.0405892
   0.0501187  41.8266500   0.9754254   0.9369768   0.0405915
   0.0501187  41.8705800   0.9786157   0.9387597   0.0405724
   0.0501187  41.9145100   0.9821143   0.9405415   0.0405508
   0.0501187  41.9584400   0.9856140   0.9423225   0.0405302
   0.0501187  42.0023700   0.9891142   0.9441025   0.0405102
   0.0501187  42.0463000   0.9926148   0.9458817   0.0404906
   0.0501187  42.0902300   0.9961158   0.9476600   0.0404714
   0.0501187  42.1341600   0.9996171   0.9494375   0.0404526
   0.0501187  42.1780900   1.0031186   0.9512142   0.0404342
   0.0501187  42.2220200   1.0066204   0.9529901   0.0404162
   0.0501187  42.2659500   1.0101224   0.9547652   0.0403986
   0.0501187  42.3098800   1.0136246   0.9565395   0.0403813
   0.0501187  42.3538100   1.0171270   0.9583131   0.0403644
   0.0501187  42.3977400   1.0206296   0.9600859   0.0403479
   0.0501187  42.4416700   1.0241324   0.9618581   0.0403318
   0.0501187  42.4856000   1.0276354   0.9636295   0.0403159
   0.0501187  42.5295300   1.0311385   0.9654002   0.0403004
   0.0501187  42.5734600   1.0346419   0.9671703   0.0402852
   0.0501187  42.6173900   1.0381454   0.9689397   0.0402704
   0.0501187  42.6613200   1.0416491   0.9707084   0.0402558
   0.0501187  42.7052500   1.0451530   0.9724766   0.0402415
   0.0501187  42.7491800   1.0486571   0.9742441   0.0402276
   0.0501187  42.7931100   1.0521614   0.9760110   0.0402139
   0.0501187  42.8370400   1.0556660   0.9777773   0.0402005
   0.0501187  42.8809700   1.0591707   0.9795430   0.0401873
   0.0501187  42.9249000   1.0626757   0.9813081   0.0401745
   0.0501187  42.9688300   1.0661810   0.9830727   0.0401618
   0.0501187  43.0127600   1.0696866   0.9848367   0.0401494
   0.0501187  43.0566900   1.0731925   0.9866002   0.0401373
   0.0501187  43.1006200   1.0766989   0.9883632   0.0401253
   0.0501187  43.1445500   1.0802057   0.9901256   0.0401135
   0.0501187  43.1884800   1.0837131   0.9918876   0.0401019
   0.0501187  43.2324100   1.0872216   0.9936490   0.0400903
   0.0501187  43.2763400   1.0907594   0.9954099   0.0400707
   0.0501187  43.3202700   1.0949184   0.9971692   0.0400310
   0.0501187  43.3642000   1.0990797   0.9989270   0.0399966
   0.0501187  43.4081300   1.1032420   1.0006833   0.0399628
   0.0501187  43.4520600   1.1074050   1.0024382   0.0399296
   0.0501187  43.4959900   1.1115686   1.0041916   0.0398969
   0.0501187  43.5399200   1.1157326   1.0059435   0.0398647
   0.0501187  43.5838500   1.1198970   1.0076941   0.0398330
   0.0501187  43.6277800   1.1240618   1.0094433   0.0398017
   0.0501187  43.6717100   1.1282269   1.0111911   0.0397709
   0.0501187  43.7156400   1.1323924   1.0129375   0.0397405
   0.0501187  43.7595700   1.1365582   1.0146827   0.0397105
   0.0501187  43.8035000   1.1407242   1.0164265   0.0396810
   0.0501187  43.8474300   1.1448906   1.0181691   0.0396519
   0.0501187  43.8913600   1.1490573   1.0199103   0.0396231
   0.0501187  43.9352900   1.1532243   1.0216503   0.0395948
   0.0501187  43.9792200   1.1573917   1.0233891   0.0395668
   0.0501187  44.0231500   1.1615593   1.0251267   0.0395393
   0.0501187  44.0670800   1.1657273   1.0268631   0.0395120
   0.0501187  44.1110100   1.1698957   1.0285982   0.0394851
   0.0501187  44.1549400   1.1740644   1.0303322   0.0394586
   0.0501187  44.1988700   1.1782336   1.0320651   0.0394324
   0.0501187  44.2428000   1.1824033   1.0337968   0.0394064
   0.0501187  44.2867300   1.1865736   1.0355273   0.0393808
   0.0501187  44.3306600   1.1907446   1.0372568   0.0393555
   0.0501187  44.3745900   1.1949166   1.0389851   0.0393303
   0.0501187  44.4185200   1.1990900   1.0407123   0.0393050
   0.0501187  44.4624500   1.2034413   1.0424383   0.0392639
   0.0501187  44.5063800   1.2083282   1.0441620   0.0392145
   0.0501187  44.5503100   1.2132175   1.0458837   0.0391676
   0.0501187  44.5942400   1.2181080   1.0476033   0.0391215
   0.0501187  44.6381700   1.2229994   1.0493209   0.0390759
   0.0501187  44.6821000   1.2278915   1.0510365   0.0390309
   0.0501187  44.7260300   1.2327843   1.0527502   0.0389865
   0.0501187  44.7699600   1.2376777   1.0544619   0.0389427
   0.0501187  44.8138900   1.2425715   1.0561717   0.0388994
   0.0501187  44.8578200   1.2474659   1.0578796   0.0388566
   0.0501187  44.9017500   1.2523608   1.0595856   0.0388143
   0.0501187  44.9456800   1.2572562   1.0612898   0.0387725
   0.0501187  44.9896100   1.2621520   1.0629922   0.0387312
   0.0501187  45.0335400   1.2670483   1.0646928   0.0386904
   0.0501187  45.0774700   1.2719452   1.0663915   0.0386500
   0.0501187  45.1214000   1.2768425   1.0680885   0.0386101
   0.0501187  45.1653300   1.2817405   1.0697838   0.0385706
   0.0501187  45.2092600   1.2866391   1.0714774   0.0385315
   0.0501187  45.2531900   1.2915384   1.0731692   0.0384928
   0.0501187  45.2971200   1.2964386   1.0748593   0.0384545
   0.0501187  45.3410500   1.3013399   1.0765478   0.0384165
   0.0501187  45.3849800   1.3062427   1.0782346   0.0383787
   0.0501187  45.4289100   1.3111484   1.0799198   0.0383394
   0.0501187  45.4728400   1.3166049   1.0816026   0.0382753
   0.0501187  45.5167700   1.3222864   1.0832827   0.0382160
   0.0501187  45.5607000   1.3279702   1.0849603   0.0381578
   0.0501187  45.6046300   1.3336553   1.0866353   0.0381004
   0.0501187  45.6485600   1.3393415   1.0883078   0.0380437
   0.0501187  45.6924900   1.3450287   1.0899778   0.0379877
   0.0501187  45.7364200   1.3507166   1.0916454   0.0379323
   0.0501187  45.7803500   1.3564054   1.0933106   0.0378775
   0.0501187  45.8242800   1.3620949   1.0949733   0.0378234
   0.0501187  45.8682100   1.3677852   1.0966337   0.0377698
   0.0501187  45.9121400   1.3734762   1.0982918   0.0377168
   0.0501187  45.9560700   1.3791679   1.0999476   0.0376644
   0.0501187  46.0000000   1.3848604   1.1016010   0.0376125
